ECG
0.038058
0.075569
0.067059
0.07207
0.069363
0.071633
0.070695
0.071936
0.071709
0.072428
0.072734
0.072972
0.073147
0.073253
0.073585
0.073223
0.073144
0.072876
0.072494
0.072432
0.07231
0.072283
0.072286
0.07273
0.072522
0.072456
0.072002
0.071151
0.070649
0.069977
0.069177
0.068321
0.067227
0.065965
0.064635
0.062964
0.061217
0.059852
0.05833
0.056595
0.055015
0.053343
0.051769
0.050509
0.049501
0.048922
0.048673
0.048987
0.049779
0.05109
0.052796
0.05471
0.056925
0.059067
0.061748
0.064356
0.06654
0.069161
0.07111
0.072998
0.075162
0.076327
0.077133
0.077709
0.078033
0.077511
0.076514
0.075715
0.073985
0.072226
0.069911
0.067258
0.064481
0.061493
0.058771
0.055816
0.053524
0.051253
0.049449
0.047881
0.046535
0.04571
0.044769
0.044437
0.043934
0.043448
0.043288
0.04349
0.043373
0.043782
0.044369
0.044834
0.044952
0.045007
0.044944
0.04501
0.044479
0.043547
0.043124
0.042266
0.041538
0.040752
0.040005
0.039583
0.039328
0.039494
0.039503
0.039676
0.039912
0.040245
0.040738
0.041261
0.041989
0.042717
0.043845
0.044741
0.045917
0.046847
0.04761
0.048594
0.049428
0.049713
0.049921
0.049909
0.049817
0.049729
0.049275
0.049023
0.048545
0.047906
0.047258
0.046423
0.045539
0.044501
0.043828
0.042811
0.042568
0.042245
0.042282
0.04208
0.041861
0.041693
0.041683
0.041594
0.041189
0.041316
0.041023
0.041031
0.040882
0.040824
0.040822
0.040799
0.040873
0.041176
0.041414
0.041936
0.042547
0.043028
0.043666
0.044398
0.044546
0.044934
0.044922
0.044413
0.043831
0.042753
0.041642
0.040695
0.039488
0.038185
0.037578
0.03678
0.035788
0.035174
0.033964
0.032873
0.032129
0.031735
0.03147
0.031659
0.032179
0.032891
0.034497
0.036126
0.038245
0.040381
0.042454
0.044388
0.046153
0.047244
0.049136
0.050516
0.05142
0.052017
0.052752
0.053017
0.053132
0.052558
0.051874
0.050985
0.049877
0.04873
0.047428
0.046144
0.044951
0.04385
0.042789
0.041914
0.041171
0.040709
0.040344
0.03963
0.039092
0.038253
0.037469
0.036998
0.036284
0.035514
0.034846
0.033355
0.032036
0.030336
0.028617
0.026467
0.02398
0.021148
0.0177
0.014478
0.011029
0.0075354
0.0042733
0.00081587
-0.0023702
-0.0055607
-0.0083688
-0.011149
-0.013423
-0.015207
-0.016466
-0.017545
-0.017756
-0.017726
-0.017113
-0.016102
-0.014252
-0.011908
-0.0093172
-0.0060114
-0.002534
0.0014374
0.005278
0.0095652
0.013163
0.017054
0.020494
0.023865
0.02696
0.029631
0.031975
0.033766
0.035385
0.036318
0.036844
0.036805
0.03637
0.035968
0.035233
0.034246
0.032966
0.032029
0.030925
0.029813
0.029255
0.02831
0.028219
0.027935
0.028068
0.028115
0.027841
0.028071
0.028032
0.028386
0.02898
0.029377
0.030245
0.030934
0.03156
0.03194
0.032424
0.032636
0.033103
0.033506
0.034264
0.034986
0.035421
0.035742
0.035997
0.036008
0.036072
0.035953
0.035634
0.034959
0.034271
0.03301
0.031762
0.029671
0.026876
0.023806
0.019705
0.014498
0.0084479
0.0013164
-0.0069776
-0.016093
-0.026054
-0.036532
-0.047291
-0.05841
-0.069909
-0.081707
-0.09394
-0.10614
-0.11872
-0.1308
-0.14277
-0.15372
-0.16381
-0.17248
-0.17915
-0.18383
-0.18572
-0.18499
-0.18187
-0.17595
-0.16786
-0.15725
-0.14483
-0.13006
-0.11351
-0.09505
-0.07457
-0.05242
-0.028169
-0.0029258
0.023865
0.051676
0.079309
0.10635
0.13308
0.15781
0.18028
0.2001
0.21702
0.23126
0.24247
0.25007
0.25493
0.25662
0.25552
0.25143
0.24406
0.23437
0.22165
0.20684
0.18974
0.17164
0.15202
0.13175
0.11158
0.091673
0.073016
0.05494
0.038424
0.023175
0.010291
-0.00064109
-0.0094874
-0.016326
-0.021202
-0.024126
-0.025135
-0.025272
-0.023773
-0.021219
-0.018041
-0.01415
-0.010347
-0.0060863
-0.0016586
0.002551
0.0067415
0.010546
0.01439
0.017909
0.02106
0.023043
0.025018
0.02655
0.027404
0.027821
0.028191
0.028165
0.02821
0.0276
0.026872
0.026171
0.0252
0.024338
0.023024
0.021796
0.020674
0.019322
0.017955
0.016381
0.014864
0.013472
0.012202
0.011034
0.010143
0.008916
0.0084804
0.0081966
0.0080044
0.0084034
0.0087987
0.0096297
0.010704
0.011442
0.012057
0.013047
0.013683
0.014446
0.01517
0.015514
0.015402
0.015479
0.015337
0.014678
0.014103
0.013023
0.011833
0.010554
0.0088916
0.006964
0.005212
0.0033314
0.0012549
-0.00034964
-0.0020728
-0.0036781
-0.0055315
-0.0068169
-0.0079146
-0.0094066
-0.010431
-0.011273
-0.01188
-0.012344
-0.012761
-0.012875
-0.012874
-0.012967
-0.012924
-0.012807
-0.012592
-0.012032
-0.011656
-0.011358
-0.010819
-0.010604
-0.010235
-0.010037
-0.010029
-0.010019
-0.010534
-0.011186
-0.011837
-0.013001
-0.013973
-0.015517
-0.017196
-0.018481
-0.019978
-0.02184
-0.024174
-0.026205
-0.028157
-0.030391
-0.032366
-0.034539
-0.036442
-0.038098
-0.039522
-0.040774
-0.04162
-0.042345
-0.042842
-0.043088
